ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Transcriptions,AlternativeValues
malt1254-4-301-3,,malt1254,4-301,skapula,ˈskɐːpʊlɐ,s k ɐː p ʊ l ɐ,,spagnol2020,,,^ ˈs k ɐː p ʊ l ɐ $,default,StandardOrth;Phonetic,ˈskɐːpʊlɐ
malt1254-4-302-1,,malt1254,4-302,klavikula,klɐˈviːkʊlɐ,k l ɐ v iː k ʊ l ɐ,,spagnol2020,,,^ k l ɐ ˈv iː k ʊ l ɐ $,default,StandardOrth;Phonetic,klɐˈviːkʊlɐ
malt1254-4-302-2,,malt1254,4-302,għadma tal-għonq,ˈɐːdmɐ tɐˈlɔnʔ,ɐː d m ɐ + t ɐ l ɔ n ʔ,,spagnol2020,,,^ ˈɐː d m ɐ + t ɐ ˈl ɔ n ʔ $,default,StandardOrth;Phonetic,ˈɐːdmɐ tɐˈlɔnʔ
malt1254-4-310-1,,malt1254,4-310,drieħ,ˈdrɪːh,d r ɪː h,,spagnol2020,,,^ ˈd r ɪː h $,default,StandardOrth;Phonetic,ˈdrɪːh
malt1254-4-310-2,,malt1254,4-310,id,ˈiːt,iː t,,spagnol2020,,,^ ˈiː t $,default,StandardOrth;Phonetic,ˈiːt
malt1254-4-312-1,,malt1254,4-312,abt,ˈɐpt,ɐ p t,,spagnol2020,,,^ ˈɐ p t $,default,StandardOrth;Phonetic,ˈɐpt
malt1254-4-312-2,,malt1254,4-312,taħt l-idejn,ˈtɐht lɪˈdɛjn,t ɐ h t + l ɪ d ɛ j n,,spagnol2020,,,^ ˈt ɐ h t + l ɪ ˈd ɛ j n $,default,StandardOrth;Phonetic,ˈtɐht lɪˈdɛjn
malt1254-4-320-1,,malt1254,4-320,minkeb,ˈmɪŋkɛp,m ɪ ŋ k ɛ p,,spagnol2020,,,^ ˈm ɪ ŋ k ɛ p $,default,StandardOrth;Phonetic,ˈmɪŋkɛp
malt1254-4-321-1,,malt1254,4-321,polz,ˈpɔlʦ,p ɔ l ts,,spagnol2020,,,^ ˈp ɔ l ʦ $,default,StandardOrth;Phonetic,ˈpɔlʦ
malt1254-4-330-1,,malt1254,4-330,id,ˈiːt,iː t,,spagnol2020,,,^ ˈiː t $,default,StandardOrth;Phonetic,ˈiːt
malt1254-4-331-1,,malt1254,4-331,pala tal-id,ˈpɐːlɐ tɐˈliːt,p ɐː l ɐ + t ɐ l iː t,,spagnol2020,,,^ ˈp ɐː l ɐ + t ɐ ˈl iː t $,default,StandardOrth;Phonetic,ˈpɐːlɐ tɐˈliːt
malt1254-4-340-1,,malt1254,4-340,saba’,ˈsɐbɐ,s ɐ b ɐ,,spagnol2020,,,^ ˈs ɐ b ɐ $,default,StandardOrth;Phonetic,ˈsɐbɐ
malt1254-4-342-1,,malt1254,4-342,saba’ l-kbir,ˈsɐbɐ ˈlɡbiːr,s ɐ b ɐ + l g b iː r,,spagnol2020,,,^ ˈs ɐ b ɐ + ˈl ɡ b iː r $,default,StandardOrth;Phonetic,ˈsɐbɐ ˈlɡbiːr
malt1254-4-344-1,,malt1254,4-344,difer,ˈdɪfɛr,d ɪ f ɛ r,,spagnol2020,,,^ ˈd ɪ f ɛ r $,default,StandardOrth;Phonetic,ˈdɪfɛr
malt1254-4-345-1,,malt1254,4-345,difer,ˈdɪfɛr,d ɪ f ɛ r,,spagnol2020,,,^ ˈd ɪ f ɛ r $,default,StandardOrth;Phonetic,ˈdɪfɛr
malt1254-4-350-1,,malt1254,4-350,riġel,ˈrɪʤɛl,r ɪ dʒ ɛ l,,spagnol2020,,,^ ˈr ɪ ʤ ɛ l $,default,StandardOrth;Phonetic,ˈrɪʤɛl
malt1254-4-350-2,,malt1254,4-350,sieq,ˈsɪːʔ,s ɪː ʔ,,spagnol2020,,,^ ˈs ɪː ʔ $,default,StandardOrth;Phonetic,ˈsɪːʔ
malt1254-4-351-1,,malt1254,4-351,koxxa,ˈkɔʃʃɐ,k ɔ ʃː ɐ,,spagnol2020,,,^ ˈk ɔ ʃʃ ɐ $,default,StandardOrth;Phonetic,ˈkɔʃʃɐ
malt1254-4-352-1,,malt1254,4-352,pexxun,pɛʃˈʃuːn,p ɛ ʃ ʃ uː n,,spagnol2020,,,^ p ɛ ʃ ˈʃ uː n $,default,StandardOrth;Phonetic,pɛʃˈʃuːn
malt1254-4-360-1,,malt1254,4-360,rkoppa,ɪrˈkɔppɐ,ɪ r k ɔ pː ɐ,,spagnol2020,,,^ ɪ r ˈk ɔ pp ɐ $,default,StandardOrth;Phonetic,ɪrˈkɔppɐ
malt1254-4-370-1,,malt1254,4-370,sieq,ˈsɪːʔ,s ɪː ʔ,,spagnol2020,,,^ ˈs ɪː ʔ $,default,StandardOrth;Phonetic,ˈsɪːʔ
malt1254-4-371-1,,malt1254,4-371,għaksa,ˈɐːksɐ,ɐː k s ɐ,,spagnol2020,,,^ ˈɐː ks ɐ $,default,StandardOrth;Phonetic,ˈɐːksɐ
malt1254-4-372-1,,malt1254,4-372,għarqub,ɐrˈʔuːp,ɐ r ʔ uː p,,spagnol2020,,,^ ɐ r ˈʔ uː p $,default,StandardOrth;Phonetic,ɐrˈʔuːp
malt1254-4-374-1,,malt1254,4-374,pass,ˈpɐss,p ɐ sː,,spagnol2020,,,^ ˈp ɐ ss $,default,StandardOrth;Phonetic,ˈpɐss
malt1254-4-374-2,,malt1254,4-374,marka tas-sieq,ˈmɐrkɐ tɐsˈsɪːʔ,m ɐ r k ɐ + t ɐ s s ɪː ʔ,,spagnol2020,,,^ ˈm ɐ r k ɐ + t ɐ s ˈs ɪː ʔ $,default,StandardOrth;Phonetic,ˈmɐrkɐ tɐsˈsɪːʔ
malt1254-4-380-1,,malt1254,4-380,saba’ tas-sieq,ˈsɐbɐ tɐsˈsɪːʔ,s ɐ b ɐ + t ɐ s s ɪː ʔ,,spagnol2020,,,^ ˈs ɐ b ɐ + t ɐ s ˈs ɪː ʔ $,default,StandardOrth;Phonetic,ˈsɐbɐ tɐsˈsɪːʔ
malt1254-4-392-1,,malt1254,4-392,ġewnaħ,ˈʤɛwnɐh,dʒ ɛ w n ɐ h,,spagnol2020,,,^ ˈʤ ɛ w n ɐ h $,default,StandardOrth;Phonetic,ˈʤɛwnɐh
malt1254-4-393-1,,malt1254,4-393,rixa,ˈriːʃɐ,r iː ʃ ɐ,,spagnol2020,,,^ ˈr iː ʃ ɐ $,default,StandardOrth;Phonetic,ˈriːʃɐ
malt1254-4-400-1,,malt1254,4-400,sider,ˈsɪdɛr,s ɪ d ɛ r,,spagnol2020,,,^ ˈs ɪ d ɛ r $,default,StandardOrth;Phonetic,ˈsɪdɛr
malt1254-4-410-1,,malt1254,4-410,żejża,ˈzɛjzɐ,z ɛ j z ɐ,,spagnol2020,,,^ ˈz ɛ j z ɐ $,default,StandardOrth;Phonetic,ˈzɛjzɐ
malt1254-4-410-2,,malt1254,4-410,sider,ˈsɪdɛr,s ɪ d ɛ r,,spagnol2020,,,^ ˈs ɪ d ɛ r $,default,StandardOrth;Phonetic,ˈsɪdɛr
malt1254-4-412-1,,malt1254,4-412,nippla,ˈnɪpplɐ,n ɪ pː l ɐ,,spagnol2020,,,^ ˈn ɪ pp l ɐ $,default,StandardOrth;Phonetic,ˈnɪpplɐ
malt1254-4-420-1,,malt1254,4-420,beżżula,bɛzˈzuːlɐ,b ɛ z z uː l ɐ,,spagnol2020,,,^ b ɛ z ˈz uː l ɐ $,default,StandardOrth;Phonetic,bɛzˈzuːlɐ
malt1254-4-420-2,,malt1254,4-420,drieħ,ˈdrɪːh,d r ɪː h,,spagnol2020,,,^ ˈd r ɪː h $,default,StandardOrth;Phonetic,ˈdrɪːh
malt1254-4-430-1,,malt1254,4-430,żokra,ˈzɔkrɐ,z ɔ k r ɐ,,spagnol2020,,,^ ˈz ɔ k r ɐ $,default,StandardOrth;Phonetic,ˈzɔkrɐ
malt1254-4-440-1,,malt1254,4-440,qalb,ˈʔɐlp,ʔ ɐ l p,,spagnol2020,,,^ ˈʔ ɐ l p $,default,StandardOrth;Phonetic,ˈʔɐlp
malt1254-4-441-1,,malt1254,4-441,pulmun,pʊlˈmuːn,p ʊ l m uː n,,spagnol2020,,,^ p ʊ l ˈm uː n $,default,StandardOrth;Phonetic,pʊlˈmuːn
malt1254-4-450-1,,malt1254,4-450,fwied,ˈfwɪːt,ˈf w ɪː t,,spagnol2020,,,^ ˈfw ɪː t $,default,StandardOrth;Phonetic,ˈfwɪːt
malt1254-4-451-1,,malt1254,4-451,kilwa,ˈkɪlwɐ,k ɪ l w ɐ,,spagnol2020,,,^ ˈk ɪ lw ɐ $,default,StandardOrth;Phonetic,ˈkɪlwɐ
malt1254-4-452-1,,malt1254,4-452,milsa,ˈmɪlsɐ,m ɪ l s ɐ,,spagnol2020,,,^ ˈm ɪ ls ɐ $,default,StandardOrth;Phonetic,ˈmɪlsɐ
malt1254-4-460-1,,malt1254,4-460,stonku,ˈstɔŋkʊ,s t ɔ ŋ k ʊ,,spagnol2020,,,^ ˈs t ɔ ŋ k ʊ $,default,StandardOrth;Phonetic,ˈstɔŋkʊ
malt1254-4-461-1,,malt1254,4-461,msaren,ɪmˈsɐːrɛn,ɪ m s ɐː r ɛ n,,spagnol2020,,,^ ɪ m ˈs ɐː r ɛ n $,default,StandardOrth;Phonetic,ɪmˈsɐːrɛn
malt1254-4-461-2,,malt1254,4-461,intestini,ɪntɛsˈtiːnɪ,ɪ n t ɛ s t iː n ɪ,,spagnol2020,,,^ ɪ n t ɛ s ˈt iː n ɪ $,default,StandardOrth;Phonetic,ɪntɛsˈtiːnɪ
malt1254-4-462-1,,malt1254,4-462,qadd,ˈʔɐtt,ʔ ɐ tː,,spagnol2020,,,^ ˈʔ ɐ tt $,default,StandardOrth;Phonetic,ˈʔɐtt
malt1254-4-462-2,,malt1254,4-462,waist,ˈwɛjst,w ɛ j s t,,spagnol2020,,,^ ˈw ɛ js t $,default,StandardOrth;Phonetic,ˈwɛjst
malt1254-4-463-1,,malt1254,4-463,ġenb,ˈʤɛmp,dʒ ɛ m p,,spagnol2020,,,^ ˈʤ ɛ m p $,default,StandardOrth;Phonetic,ˈʤɛmp
malt1254-4-463-2,,malt1254,4-463,hip,ˈhɪpp,h ɪ pː,,spagnol2020,,,^ ˈh ɪ pp $,default,StandardOrth;Phonetic,ˈhɪpp
malt1254-4-464-1,,malt1254,4-464,patata,pɐˈtɐːtɐ,p ɐ t ɐː t ɐ,,spagnol2020,,,^ p ɐ ˈt ɐː t ɐ $,default,StandardOrth;Phonetic,pɐˈtɐːtɐ
malt1254-4-464-2,,malt1254,4-464,sorm,ˈsɔrm,s ɔ r m,,spagnol2020,,,^ ˈs ɔ r m $,default,StandardOrth;Phonetic,ˈsɔrm
malt1254-4-470-1,,malt1254,4-470,ġuf,ˈʤuːf,dʒ uː f,,spagnol2020,,,^ ˈʤ uː f $,default,StandardOrth;Phonetic,ˈʤuːf
malt1254-4-470-2,,malt1254,4-470,utru,ˈuːtrʊ,uː t r ʊ,,spagnol2020,,,^ ˈuː t r ʊ $,default,StandardOrth;Phonetic,ˈuːtrʊ
malt1254-4-490-1,,malt1254,4-490,bajda,ˈbɐjdɐ,b ɐ j d ɐ,,spagnol2020,,,^ ˈb ɐ j d ɐ $,default,StandardOrth;Phonetic,ˈbɐjdɐ
malt1254-4-490-2,,malt1254,4-490,testikola,tɛsˈtiːkɔlɐ,t ɛ s t iː k ɔ l ɐ,,spagnol2020,,,^ t ɛ s ˈt iː k ɔ l ɐ $,default,StandardOrth;Phonetic,tɛsˈtiːkɔlɐ
malt1254-4-492-1,,malt1254,4-492,żobb,zɔpp,z ɔ pː,,spagnol2020,,,^ z ɔ pp $,default,StandardOrth;Phonetic,zɔpp
malt1254-4-492-2,,malt1254,4-492,pene,ˈpɛːnɛ,p ɛː n ɛ,,spagnol2020,,,^ ˈp ɛː n ɛ $,default,StandardOrth;Phonetic,ˈpɛːnɛ
malt1254-4-510-1,,malt1254,4-510,ħa n-nifs,ˈhɐ nˈnɪfs,h ɐ + n n ɪ f s,,spagnol2020,,,^ ˈh ɐ + n ˈn ɪ fs $,default,StandardOrth;Phonetic,ˈhɐ nˈnɪfs
malt1254-4-520-1,,malt1254,4-520,ttewweb,ɪtˈtɛwwɛp,ɪ t t ɛ wː ɛ p,,spagnol2020,,,^ ɪ t ˈt ɛ ww ɛ p $,default,StandardOrth;Phonetic,ɪtˈtɛwwɛp
malt1254-4-521-1,,malt1254,4-521,tah is-sulluzzu,ˈtɐːh ɪssʊlˈlʊʦʦʊ,t ɐː h + ɪ sː ʊ l l ʊ ʦː ʊ,,spagnol2020,,,^ ˈt ɐː h + ɪ ss ʊ l ˈl ʊ ʦʦ ʊ $,default,StandardOrth;Phonetic,ˈtɐːh ɪssʊlˈlʊʦʦʊ
malt1254-4-521-2,,malt1254,4-521,qabdu s-sulluzzu,ˈʔɐbdʊ ssʊlˈlʊʦʦʊ,ʔ ɐ b d ʊ + sː ʊ l l ʊ ʦː ʊ,,spagnol2020,,,^ ˈʔ ɐ b d ʊ + ss ʊ l ˈl ʊ ʦʦ ʊ $,default,StandardOrth;Phonetic,ˈʔɐbdʊ ssʊlˈlʊʦʦʊ
malt1254-4-521-3,,malt1254,4-521,kellu s-sulluzzu,ˈkɛllʊ ssʊlˈlʊʦʦʊ,k ɛ lː ʊ + sː ʊ l l ʊ ʦː ʊ,,spagnol2020,,,^ ˈk ɛ ll ʊ + ss ʊ l ˈl ʊ ʦʦ ʊ $,default,StandardOrth;Phonetic,ˈkɛllʊ ssʊlˈlʊʦʦʊ
malt1254-4-530-1,,malt1254,4-530,sogħol,ˈsɔːl,s ɔː l,,spagnol2020,,,^ ˈs ɔː l $,default,StandardOrth;Phonetic,ˈsɔːl
malt1254-4-540-1,,malt1254,4-540,għatas,ˈɐːtɐs,ɐː t ɐ s,,spagnol2020,,,^ ˈɐː t ɐ s $,default,StandardOrth;Phonetic,ˈɐːtɐs
malt1254-4-550-1,,malt1254,4-550,għereq,ˈɛːrɛʔ,ɛː r ɛ ʔ,,spagnol2020,,,^ ˈɛː r ɛ ʔ $,default,StandardOrth;Phonetic,ˈɛːrɛʔ
malt1254-4-560-1,,malt1254,4-560,beżaq,ˈbɛzɐʔ,b ɛ z ɐ ʔ,,spagnol2020,,,^ ˈb ɛ z ɐ ʔ $,default,StandardOrth;Phonetic,ˈbɛzɐʔ
malt1254-4-570-1,,malt1254,4-570,rremetta,ɪrrɛˈmɛttɐ,ɪ rː ɛ m ɛ tː ɐ,,spagnol2020,,,^ ɪ rr ɛ ˈm ɛ tt ɐ $,default,StandardOrth;Phonetic,ɪrrɛˈmɛttɐ
malt1254-4-570-2,,malt1254,4-570,rriġetta,ɪrrɪˈʤɛttɐ,ɪ rː ɪ dʒ ɛ tː ɐ,,spagnol2020,,,^ ɪ rr ɪ ˈʤ ɛ tt ɐ $,default,StandardOrth;Phonetic,ɪrrɪˈʤɛttɐ
malt1254-4-570-3,,malt1254,4-570,qala’,ˈʔɐlɐ,ʔ ɐ l ɐ,,spagnol2020,,,^ ˈʔ ɐ l ɐ $,default,StandardOrth;Phonetic,ˈʔɐlɐ
malt1254-4-570-4,,malt1254,4-570,tella’,ˈtɛllɐ,t ɛ lː ɐ,,spagnol2020,,,^ ˈt ɛ ll ɐ $,default,StandardOrth;Phonetic,ˈtɛllɐ
malt1254-4-580-1,,malt1254,4-580,gidem,ˈɡɪdɛm,g ɪ d ɛ m,,spagnol2020,,,^ ˈɡ ɪ d ɛ m $,default,StandardOrth;Phonetic,ˈɡɪdɛm
malt1254-4-590-1,,malt1254,4-590,lagħaq,ˈlɐːʔ,l ɐː ʔ,,spagnol2020,,,^ ˈl ɐː ʔ $,default,StandardOrth;Phonetic,ˈlɐːʔ
malt1254-4-591-1,,malt1254,4-591,liegħeb,ˈlɪɛp,l ɪ ɛ p,,spagnol2020,,,^ ˈl ɪ ɛ p $,default,StandardOrth;Phonetic,ˈlɪɛp
malt1254-4-610-1,,malt1254,4-610,raqad,ˈrɐʔɐt,r ɐ ʔ ɐ t,,spagnol2020,,,^ ˈr ɐ ʔ ɐ t $,default,StandardOrth;Phonetic,ˈrɐʔɐt
malt1254-4-612-1,,malt1254,4-612,naħar,ˈnɐhɐr,n ɐ h ɐ r,,spagnol2020,,,^ ˈn ɐ h ɐ r $,default,StandardOrth;Phonetic,ˈnɐhɐr
malt1254-4-620-1,,malt1254,4-620,ħolom,ˈhɔlɔm,h ɔ l ɔ m,,spagnol2020,,,^ ˈh ɔ l ɔ m $,default,StandardOrth;Phonetic,ˈhɔlɔm
malt1254-4-630-1,,malt1254,4-630,qam,ˈʔɐːm,ʔ ɐː m,,spagnol2020,,,^ ˈʔ ɐː m $,default,StandardOrth;Phonetic,ˈʔɐːm
malt1254-4-630-2,,malt1254,4-630,stenbaħ,ˈstɛmbɐh,s t ɛ m b ɐ h,,spagnol2020,,,^ ˈs t ɛ m b ɐ h $,default,StandardOrth;Phonetic,ˈstɛmbɐh
malt1254-4-640-1,,malt1254,4-640,bass,ˈbɐss,b ɐ sː,,spagnol2020,,,^ ˈb ɐ ss $,default,StandardOrth;Phonetic,ˈbɐss
malt1254-4-650-1,,malt1254,4-650,pixxa,ˈpɪʃʃɐ,p ɪ ʃː ɐ,,spagnol2020,,,^ ˈp ɪ ʃʃ ɐ $,default,StandardOrth;Phonetic,ˈpɪʃʃɐ
malt1254-4-650-2,,malt1254,4-650,biel,ˈbɪːl,b ɪː l,,spagnol2020,,,^ ˈb ɪː l $,default,StandardOrth;Phonetic,ˈbɪːl
malt1254-4-660-1,,malt1254,4-660,ħara,ˈhɐrɐ,h ɐ r ɐ,,spagnol2020,,,^ ˈh ɐ r ɐ $,default,StandardOrth;Phonetic,ˈhɐrɐ
malt1254-4-660-2,,malt1254,4-660,kakka,ˈkɐkkɐ,k ɐ kː ɐ,,spagnol2020,,,^ ˈk ɐ kk ɐ $,default,StandardOrth;Phonetic,ˈkɐkkɐ
malt1254-4-660-3,,malt1254,4-660,għamel (kokò),ˈɐːmɛl,ɐː m ɛ l,,spagnol2020,,,^ ˈɐː m ɛ l $,default,StandardOrth;Phonetic,ˈɐːmɛl (kɔˈkɔ)
malt1254-4-670-1,,malt1254,4-670,ħexa,ˈhɛʃɐ,h ɛ ʃ ɐ,,spagnol2020,,,^ ˈh ɛ ʃ ɐ $,default,StandardOrth;Phonetic,ˈhɛʃɐ
malt1254-4-670-2,,malt1254,4-670,kellu x’jaqsam ma’,ˈkɛllʊ ˈʃjɐʔsɐm ˈmɐ,k ɛ lː ʊ + ʃ j ɐ ʔ s ɐ m + m ɐ,,spagnol2020,,,^ ˈk ɛ ll ʊ + ˈʃ j ɐ ʔs ɐ m + ˈm ɐ $,default,StandardOrth;Phonetic,ˈkɛllʊ ˈʃjɐʔsɐm ˈmɐ
malt1254-4-680-1,,malt1254,4-680,rtogħod,ɪrˈtɔːt,ɪ r t ɔː t,,spagnol2020,,,^ ɪ r ˈt ɔː t $,default,StandardOrth;Phonetic,ɪrˈtɔːt
malt1254-4-680-2,,malt1254,4-680,triegħed,ˈtrɪɛt,t r ɪ ɛ t,,spagnol2020,,,^ ˈt r ɪ ɛ t $,default,StandardOrth;Phonetic,ˈtrɪɛt
malt1254-4-680-3,,malt1254,4-680,tkexkex,ˈtkɛʃkɛʃ,t k ɛ ʃ k ɛ ʃ,,spagnol2020,,,^ ˈt k ɛ ʃ k ɛ ʃ $,default,StandardOrth;Phonetic,ˈtkɛʃkɛʃ
malt1254-4-690-1,,malt1254,4-690,ħa banju,ˈhɐ ˈbɐnjʊ,h ɐ + b ɐ n j ʊ,,spagnol2020,,,^ ˈh ɐ + ˈb ɐ n j ʊ $,default,StandardOrth;Phonetic,ˈhɐ ˈbɐnjʊ
malt1254-4-710-1,,malt1254,4-710,nissel,ˈnɪssɛl,n ɪ sː ɛ l,,spagnol2020,,,^ ˈn ɪ ss ɛ l $,default,StandardOrth;Phonetic,ˈnɪssɛl
malt1254-4-720-1,,malt1254,4-720,twieled,ˈtwɪːlɛt,ˈt w ɪː l ɛ t,,spagnol2020,,,^ ˈtw ɪː l ɛ t $,default,StandardOrth;Phonetic,ˈtwɪːlɛt
malt1254-4-730-1,,malt1254,4-730,tqila,tʔiːlɐ,t ʔ iː l ɐ,,spagnol2020,,,^ t ʔ iː l ɐ $,default,StandardOrth;Phonetic,tʔiːlɐ
malt1254-4-730-2,,malt1254,4-730,ħobla,ˈhɔblɐ,h ɔ b l ɐ,,spagnol2020,,,^ ˈh ɔ b l ɐ $,default,StandardOrth;Phonetic,ˈhɔblɐ
malt1254-4-730-3,,malt1254,4-730,pregnant,ˈprɛɡnɪnt,p r ɛ g n ɪ n t,,spagnol2020,,,^ ˈp r ɛ ɡ n ɪ n t $,default,StandardOrth;Phonetic,ˈprɛɡnɪnt
malt1254-4-732-1,,malt1254,4-732,nqabdet tqila,ɪnˈʔɐbdɛt ˈtʔiːlɐ,ɪ n ʔ ɐ b d ɛ t + t ʔ iː l ɐ,,spagnol2020,,,^ ɪ n ˈʔ ɐ b d ɛ t + ˈt ʔ iː l ɐ $,default,StandardOrth;Phonetic,ɪnˈʔɐbdɛt ˈtʔiːlɐ
malt1254-4-732-2,,malt1254,4-732,ħarġet pregnant,ˈhɐrʤɛt ˈprɛɡnɪnt,h ɐ r dʒ ɛ t + p r ɛ g n ɪ n t,,spagnol2020,,,^ ˈh ɐ r ʤ ɛ t + ˈp r ɛ ɡ n ɪ n t $,default,StandardOrth;Phonetic,ˈhɐrʤɛt ˈprɛɡnɪnt
malt1254-4-732-3,,malt1254,4-732,ħoblot,ˈhɔblɔt,h ɔ b l ɔ t,,spagnol2020,,,^ ˈh ɔ b l ɔ t $,default,StandardOrth;Phonetic,ˈhɔblɔt
malt1254-4-732-4,,malt1254,4-732,kkonċepiet,ɪkkɔnʧɛˈpɪːt,ɪ kː ɔ n tʃ ɛ p ɪː t,,spagnol2020,,,^ ɪ kk ɔ n ʧ ɛ ˈp ɪː t $,default,StandardOrth;Phonetic,ɪkkɔnʧɛˈpɪːt
malt1254-4-740-1,,malt1254,4-740,ħaj,ˈhɐj,h ɐ j,[alive],spagnol2020,,,^ ˈh ɐ j $,default,StandardOrth;Phonetic,ˈhɐj
malt1254-4-740-2,,malt1254,4-740,ħajja,ˈhɐjjɐ,h ɐ jː ɐ,[life],spagnol2020,,,^ ˈh ɐ jj ɐ $,default,StandardOrth;Phonetic,ˈhɐjjɐ
malt1254-4-750-1,,malt1254,4-750,miet,ˈmɪːt,m ɪː t,[die],spagnol2020,,,^ ˈm ɪː t $,default,StandardOrth;Phonetic,ˈmɪːt
malt1254-4-750-2,,malt1254,4-750,mejjet,ˈmɛjjɛt,m ɛ jː ɛ t,[dead],spagnol2020,,,^ ˈm ɛ jj ɛ t $,default,StandardOrth;Phonetic,ˈmɛjjɛt
malt1254-4-751-1,,malt1254,4-751,għereq,ˈɛːrɛʔ,ɛː r ɛ ʔ,,spagnol2020,,,^ ˈɛː r ɛ ʔ $,default,StandardOrth;Phonetic,ˈɛːrɛʔ
malt1254-4-760-1,,malt1254,4-760,qatel,ˈʔɐtɛl,ʔ ɐ t ɛ l,,spagnol2020,,,^ ˈʔ ɐ t ɛ l $,default,StandardOrth;Phonetic,ˈʔɐtɛl
malt1254-4-770-1,,malt1254,4-770,katavru,kɐˈtɐːvrʊ,k ɐ t ɐː v r ʊ,,spagnol2020,,,^ k ɐ ˈt ɐː v r ʊ $,default,StandardOrth;Phonetic,kɐˈtɐːvrʊ
malt1254-4-780-1,,malt1254,4-780,difen,ˈdɪfɛn,d ɪ f ɛ n,,spagnol2020,,,^ ˈd ɪ f ɛ n $,default,StandardOrth;Phonetic,ˈdɪfɛn
malt1254-4-790-1,,malt1254,4-790,qabar,ˈʔɐbɐr,ʔ ɐ b ɐ r,,spagnol2020,,,^ ˈʔ ɐ b ɐ r $,default,StandardOrth;Phonetic,ˈʔɐbɐr
malt1254-4-810-1,,malt1254,4-810,b’saħħtu,ˈpsɐhhtʊ,ˈp s ɐ hː t ʊ,,spagnol2020,,,^ ˈps ɐ hh t ʊ $,default,StandardOrth;Phonetic,ˈpsɐhhtʊ
malt1254-4-820-1,,malt1254,4-820,dgħajjef,ˈdɐːjjɛf,d ɐː jː ɛ f,,spagnol2020,,,^ ˈd ɐː jj ɛ f $,default,StandardOrth;Phonetic,ˈdɐːjjɛf
malt1254-4-820-2,,malt1254,4-820,debboli,ˈdɛbbɔlɪ,d ɛ bː ɔ l ɪ,,spagnol2020,,,^ ˈd ɛ bb ɔ l ɪ $,default,StandardOrth;Phonetic,ˈdɛbbɔlɪ
malt1254-4-830-1,,malt1254,4-830,f’saħħtu,ˈfsɐhhtʊ,ˈf s ɐ hː t ʊ,[well],spagnol2020,,,^ ˈfs ɐ hh t ʊ $,default,StandardOrth;Phonetic,ˈfsɐhhtʊ
malt1254-4-830-2,,malt1254,4-830,saħħa,ˈsɐhhɐ,s ɐ hː ɐ,[health],spagnol2020,,,^ ˈs ɐ hh ɐ $,default,StandardOrth;Phonetic,ˈsɐhhɐ
malt1254-4-840-1,,malt1254,4-840,marid,mɐˈriːt,m ɐ r iː t,[sick],spagnol2020,,,^ m ɐ ˈr iː t $,default,StandardOrth;Phonetic,mɐˈriːt
malt1254-4-840-2,,malt1254,4-840,ma jiflaħx,ˈmɐ jɪfˈlɐhʃ,m ɐ + j ɪ f l ɐ h ʃ,[sick],spagnol2020,,,^ ˈm ɐ + j ɪ f ˈl ɐ hʃ $,default,StandardOrth;Phonetic,ˈmɐ jɪfˈlɐhʃ
malt1254-4-840-3,,malt1254,4-840,marda,ˈmɐrdɐ,m ɐ r d ɐ,[sickness],spagnol2020,,,^ ˈm ɐ r d ɐ $,default,StandardOrth;Phonetic,ˈmɐrdɐ
malt1254-4-841-1,,malt1254,4-841,deni,ˈdɛnɪ,d ɛ n ɪ,,spagnol2020,,,^ ˈd ɛ n ɪ $,default,StandardOrth;Phonetic,ˈdɛnɪ
malt1254-4-842-1,,malt1254,4-842,gozzu,ˈɡɔʦʦʊ,g ɔ ʦː ʊ,,spagnol2020,,,^ ˈɡ ɔ ʦʦ ʊ $,default,StandardOrth;Phonetic,ˈɡɔʦʦʊ
malt1254-4-843-1,,malt1254,4-843,riħ,ˈrɪːh,r ɪː h,,spagnol2020,,,^ ˈr ɪː h $,default,StandardOrth;Phonetic,ˈrɪːh
malt1254-4-843-2,,malt1254,4-843,flissjoni,flɪsˈsjɔːnɪ,f l ɪ s s j ɔː n ɪ,,spagnol2020,,,^ f l ɪ s ˈs j ɔː n ɪ $,default,StandardOrth;Phonetic,flɪsˈsjɔːnɪ
malt1254-4-850-1,,malt1254,4-850,ġerħa,ˈʤɛrhɐ,dʒ ɛ r h ɐ,,spagnol2020,,,^ ˈʤ ɛ rh ɐ $,default,StandardOrth;Phonetic,ˈʤɛrhɐ
malt1254-4-852-1,,malt1254,4-852,tbenġila,dbɛnˈʤiːlɐ,d b ɛ n dʒ iː l ɐ,,spagnol2020,,,^ d b ɛ n ˈʤ iː l ɐ $,default,StandardOrth;Phonetic,dbɛnˈʤiːlɐ
malt1254-4-853-1,,malt1254,4-853,nefħa,ˈnɛfhɐ,n ɛ f h ɐ,,spagnol2020,,,^ ˈn ɛ fh ɐ $,default,StandardOrth;Phonetic,ˈnɛfhɐ
malt1254-4-854-1,,malt1254,4-854,kiel,ˈkɪːl,k ɪː l,,spagnol2020,,,^ ˈk ɪː l $,default,StandardOrth;Phonetic,ˈkɪːl
malt1254-4-854-2,,malt1254,4-854,ħakk,ˈhɐkk,h ɐ kː,,spagnol2020,,,^ ˈh ɐ kk $,default,StandardOrth;Phonetic,ˈhɐkk
